市,種別,価格（万円）,間取り,専有面積（㎡）,土地面積（㎡）,建物面積（㎡）,築年月,交通,所在地,物件名,URL
加古川市,マンション,2399.0,3LDK,20.7,,,2007年5月,ＪＲ山陽本線「加古川」徒歩12分,兵庫県加古川市加古川町本町,アルファステイツ加古川本町　1203,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78809175/
加古川市,マンション,2399.0,3LDK,68.45,,,2007年5月,ＪＲ山陽本線「加古川」徒歩13分,兵庫県加古川市加古川町本町,アルファステイツ加古川本町,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78604416/
加古川市,マンション,2399.0,3LDK,68.45,,,2007年5月,ＪＲ山陽本線「加古川」徒歩13分,兵庫県加古川市加古川町本町,アルファステイツ加古川本町　2399万円,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20177734/
加古川市,マンション,2450.0,3LDK,68.45,,,2007年5月,ＪＲ山陽本線「加古川」徒歩12分,兵庫県加古川市加古川町本町,アルファステイツ加古川本町　12階,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78766867/
加古川市,マンション,2490.0,4LDK,93.0,,,1998年10月,ＪＲ山陽本線「加古川」徒歩13分,兵庫県加古川市加古川町河原,リベール加古川シティWEST壱番館,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77402577/
加古川市,マンション,2680.0,2LDK+S（納戸）,63.6,,,2004年6月,ＪＲ山陽本線「加古川」徒歩6分,兵庫県加古川市加古川町寺家町,マーレ加古川駅前タワー,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20042518/
加古川市,マンション,2790.0,2LDK,58.8,,,2023年1月,ＪＲ山陽本線「東加古川」徒歩12分,兵庫県加古川市平岡町高畑,ブランシエラ東加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78606636/
加古川市,マンション,2990.0,2LDK+S（納戸）,70.8,,,2021年2月,ＪＲ山陽本線「東加古川」徒歩11分,兵庫県加古川市平岡町二俣,【リアラス東加古川】　令和3年築　ペット飼育可　南向…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78841234/
加古川市,マンション,3190.0,3LDK+S（納戸）,71.6,,,2023年5月,ＪＲ山陽本線「加古川」徒歩4分,兵庫県加古川市加古川町寺家町45-3,ブランシエラ加古川リアラス,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77092630/
加古川市,マンション,3190.0,2LDK,62.24,,,2023年5月,ＪＲ山陽本線「加古川」徒歩4分,兵庫県加古川市加古川町寺家町,ブランシエラ加古川リアラス　R5.5月築　59.75…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_76123534/
加古川市,マンション,3280.0,3LDK,69.01,,,2022年7月,ＪＲ山陽本線「加古川」徒歩13分,兵庫県加古川市加古川町河原243-1,アルファスマート加古川駅北,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79088031/
加古川市,マンション,3590.0,2LDK+S（納戸）,71.6,,,2023年5月,ＪＲ山陽本線「加古川」徒歩4分,兵庫県加古川市加古川町寺家町,ブランシエラ加古川リアラス,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_75547344/
加古川市,マンション,4490.0,3LDK,75.14,,,2021年11月,ＪＲ山陽本線「加古川」徒歩6分,兵庫県加古川市加古川町寺家町,ローレルコート加古川ザ・レジデンス,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78861067/
加古川市,戸建て,3980.0,3LDK,,166.9,116.86,2010年7月,ＪＲ山陽本線「加古川」バス14分停歩4分,兵庫県加古川市野口町水足,加古川市野口町水足,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20068890/
加古川市,戸建て,5980.0,5LDK+S（納戸）,,553.52,189.38,1994年8月,山陽電鉄本線「浜の宮」徒歩9分,兵庫県加古川市尾上町長田,加古川市尾上町長田中古戸建,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78684845/
加古川市,戸建て,490.0,3LDK,,68.46,88.29,1991年4月,ＪＲ山陽本線「加古川」徒歩31分,兵庫県加古川市東神吉町出河原,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79153251/
加古川市,戸建て,830.0,5DK,,100.55,88.6,1977年11月,ＪＲ山陽本線「宝殿」徒歩15分,兵庫県加古川市東神吉町西井ノ口,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78697503/
加古川市,戸建て,880.0,5DK,,103.98,87.75,1978年4月,山陽電鉄本線「浜の宮」徒歩9分,兵庫県加古川市別府町新野辺北町３,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77277267/
加古川市,戸建て,960.0,4LDK,,146.92,94.39,1993年5月,ＪＲ山陽本線「東加古川」徒歩20分,兵庫県加古川市平岡町高畑,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77666765/
加古川市,戸建て,960.0,4LDK,,146.92,94.39,1993年5月,ＪＲ山陽本線「東加古川」徒歩20分,兵庫県加古川市平岡町高畑,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20231473/
加古川市,戸建て,980.0,5LDK,,130.91,124.98,1990年7月,ＪＲ山陽本線「東加古川」バス14分停歩8分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20278559/
加古川市,戸建て,1190.0,3LDK+S（納戸）,,144.37,94.4,1993年2月,山陽電鉄本線「別府」徒歩19分,兵庫県加古川市野口町坂井,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20278168/
加古川市,戸建て,1280.0,3LDK,,58.58,59.33,1977年4月,ＪＲ山陽本線「東加古川」徒歩8分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20212633/
加古川市,戸建て,1380.0,2LDK,,149.17,100.08,1998年4月,ＪＲ山陽本線「東加古川」徒歩19分,兵庫県加古川市野口町北野991-739,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78894098/
加古川市,戸建て,1380.0,4LDK+S（納戸）,,118.22,85.26,1983年3月,ＪＲ山陽本線「加古川」徒歩20分,兵庫県加古川市加古川町美乃利,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77974282/
加古川市,戸建て,1380.0,2LDK,,149.17,100.08,1998年4月,ＪＲ山陽本線「東加古川」徒歩19分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78906469/
加古川市,戸建て,1390.0,3LDK,,100.01,88.0,1997年4月,山陽電鉄本線「浜の宮」徒歩11分,兵庫県加古川市野口町長砂,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20079371/
加古川市,戸建て,1480.0,4LDK,,135.12,91.08,1999年2月,ＪＲ山陽本線「東加古川」徒歩30分,兵庫県加古川市野口町長砂,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78842232/
加古川市,戸建て,1499.0,4LDK,,135.41,89.42,1998年2月,山陽電鉄本線「尾上の松」徒歩23分,兵庫県加古川市加古川町稲屋221-31,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_76502891/
加古川市,戸建て,1530.0,4LDK,,137.94,95.58,2007年9月,ＪＲ山陽本線「東加古川」徒歩23分,兵庫県加古川市平岡町高畑,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78242316/
加古川市,戸建て,1550.0,3LDK,,111.67,96.51,1996年6月,ＪＲ山陽本線「東加古川」徒歩6分,兵庫県加古川市野口町北野１２０４－１０５,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78877751/
加古川市,戸建て,1550.0,3LDK,,111.67,96.51,1996年6月,ＪＲ山陽本線「東加古川」徒歩29分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79046456/
加古川市,戸建て,1580.0,5LDK+S（納戸）,,137.52,142.42,2000年3月,ＪＲ山陽本線「宝殿」徒歩11分,兵庫県加古川市西神吉町岸263-28,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78773910/
加古川市,戸建て,1580.0,5LDK+S（納戸）,,137.52,142.42,2000年3月,ＪＲ山陽本線「宝殿」徒歩11分,兵庫県加古川市西神吉町岸,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78764884/
加古川市,戸建て,1580.0,3LDK,,113.15,81.97,1985年7月,ＪＲ山陽本線「東加古川」徒歩22分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20034576/
加古川市,戸建て,1630.0,5LDK+S（納戸）,,137.52,142.42,2000年3月,ＪＲ山陽本線「宝殿」徒歩11分,兵庫県加古川市西神吉町岸,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_76855670/
加古川市,戸建て,1680.0,3LDK,,149.33,93.57,2001年3月,山陽電鉄本線「浜の宮」徒歩16分,兵庫県加古川市別府町新野辺,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20216682/
加古川市,戸建て,1680.0,4LDK,,104.29,88.59,1997年5月,山陽電鉄本線「別府」徒歩6分,兵庫県加古川市別府町別府,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79224776/
加古川市,戸建て,1690.0,4LDK,,128.61,95.58,2003年6月,山陽電鉄本線「浜の宮」徒歩15分,兵庫県加古川市尾上町池田,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20158188/
加古川市,戸建て,1690.0,4LDK,,100.14,86.67,1984年12月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20137194/
加古川市,戸建て,1780.0,4LDK,,123.55,122.39,1998年11月,ＪＲ山陽本線「東加古川」徒歩17分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79091749/
加古川市,戸建て,1780.0,4LDK,,121.82,97.7,2006年3月,山陽電鉄本線「浜の宮」徒歩26分,兵庫県加古川市野口町長砂,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20166875/
加古川市,戸建て,1790.0,4LDK,,201.1,97.2,2018年9月,ＪＲ山陽本線「宝殿」徒歩23分,兵庫県加古川市東神吉町砂部,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78535053/
加古川市,戸建て,1790.0,4LDK,,139.16,108.89,1994年4月,ＪＲ山陽本線「宝殿」徒歩14分,兵庫県加古川市東神吉町西井ノ口,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20236802/
加古川市,戸建て,1799.0,3LDK,,148.24,116.75,2000年7月,ＪＲ山陽本線「東加古川」徒歩18分,兵庫県加古川市平岡町高畑,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20277992/
加古川市,戸建て,1870.0,4LDK,,100.64,98.35,2004年2月,ＪＲ山陽本線「宝殿」徒歩4分,兵庫県加古川市米田町平津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78371701/
加古川市,戸建て,1890.0,3LDK,,313.37,96.05,2003年2月,山陽電鉄本線「尾上の松」徒歩9分,兵庫県加古川市尾上町養田,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78519800/
加古川市,戸建て,1980.0,3LDK+2S（納戸）,,201.65,129.04,1996年8月,ＪＲ山陽本線「宝殿」徒歩5分,兵庫県加古川市米田町平津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78697010/
加古川市,戸建て,1980.0,4LDK,,119.87,96.39,2018年11月,山陽電鉄本線「尾上の松」徒歩20分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20278209/
加古川市,戸建て,2099.0,4LDK,,127.11,92.32,1998年7月,ＪＲ加古川線「日岡」徒歩27分,兵庫県加古川市神野町石守735-115,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78563286/
加古川市,戸建て,2180.0,4LDK+S（納戸）,,354.01,120.27,2002年6月,ＪＲ山陽本線「東加古川」徒歩35分,兵庫県加古川市神野町石守１,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20199753/
加古川市,戸建て,2280.0,3LDK,,140.84,93.98,2006年3月,ＪＲ山陽本線「土山」徒歩24分,兵庫県加古川市平岡町土山,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77925128/
加古川市,戸建て,2490.0,3LDK+S（納戸）,,219.92,101.84,2008年9月,ＪＲ山陽本線「加古川」徒歩15分,兵庫県加古川市加古川町美乃利,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20239564/
加古川市,戸建て,2580.0,4LDK,,128.97,99.36,2015年12月,ＪＲ山陽本線「東加古川」徒歩20分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78002089/
加古川市,戸建て,2580.0,4LDK,,130.0,90.99,2010年7月,ＪＲ加古川線「加古川」徒歩20分,兵庫県加古川市野口町坂元北２,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20278245/
加古川市,戸建て,2580.0,4LDK,,130.0,90.99,2010年7月,ＪＲ山陽本線「加古川」徒歩21分,兵庫県加古川市野口町坂元北２,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20200267/
加古川市,戸建て,2780.0,4LDK,,132.0,100.19,2025年11月,ＪＲ山陽本線「宝殿」徒歩19分,兵庫県加古川市西神吉町岸716-115,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20167312/
加古川市,戸建て,2780.0,3LDK,,126.37,78.24,2022年1月,ＪＲ山陽本線「東加古川」徒歩23分,兵庫県加古川市平岡町高畑,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78782667/
加古川市,戸建て,2780.0,6LDK,,180.25,135.8,2015年3月,ＪＲ山陽本線「東加古川」徒歩25分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20278188/
加古川市,戸建て,2880.0,3LDK,,151.72,87.77,2022年1月,ＪＲ加古川線「神野」徒歩11分,兵庫県加古川市新神野１,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79176598/
加古川市,戸建て,2890.0,3LDK,,132.68,112.59,2020年2月,ＪＲ山陽本線「宝殿」徒歩19分,兵庫県加古川市東神吉町砂部,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20033256/
加古川市,戸建て,2980.0,2LDK,,199.13,115.1,1977年10月,ＪＲ山陽本線「東加古川」徒歩17分,兵庫県加古川市野口町野口,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20120951/
加古川市,戸建て,3100.0,3LDK,,147.03,95.22,2014年2月,山陽電鉄本線「浜の宮」徒歩19分,兵庫県加古川市尾上町安田,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20230246/
加古川市,戸建て,3180.0,5LDK,,231.4,114.58,1993年11月,ＪＲ山陽本線「東加古川」徒歩12分,兵庫県加古川市平岡町西谷,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20167273/
加古川市,戸建て,3180.0,5LDK,,231.4,114.58,1993年11月,ＪＲ山陽本線「東加古川」徒歩13分,兵庫県加古川市平岡町西谷,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20166054/
加古川市,戸建て,3190.0,3LDK+S（納戸）,,151.86,105.99,2023年8月,山陽電鉄本線「尾上の松」バス7分停歩14分,兵庫県加古川市加古川町友沢,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79184586/
加古川市,戸建て,3280.0,4LDK,,137.05,99.57,2023年10月,山陽電鉄本線「別府」徒歩19分,兵庫県加古川市野口町坂井,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78198254/
加古川市,戸建て,3280.0,4LDK+S（納戸）,,234.0,151.87,2016年11月,ＪＲ加古川線「厄神」徒歩38分,兵庫県加古川市上荘町小野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75875923/
加古川市,戸建て,3390.0,4LDK,,157.67,101.22,2013年11月,ＪＲ山陽本線「加古川」徒歩16分,兵庫県加古川市加古川町粟津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78543279/
加古川市,戸建て,3399.0,5LDK,,218.2,151.94,1993年4月,山陽電鉄本線「浜の宮」車1.9km,兵庫県加古川市野口町良野136-5,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79078430/
加古川市,戸建て,3399.0,5LDK,,218.2,151.94,1993年4月,ＪＲ山陽本線「加古川」バス7分停歩4分,兵庫県加古川市野口町良野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78413177/
加古川市,戸建て,3480.0,6LDK,,348.6,154.88,1991年6月,ＪＲ加古川線「加古川」徒歩20分,兵庫県加古川市加古川町木村,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20283534/
加古川市,戸建て,3950.0,3LDK,,114.24,94.22,2023年7月,ＪＲ山陽本線「東加古川」徒歩11分,兵庫県加古川市平岡町二俣,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77140269/
加古川市,戸建て,3980.0,3LDK,,132.4,93.57,2023年7月,山陽電鉄本線「別府」徒歩4分,兵庫県加古川市別府町別府,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20026589/
加古川市,戸建て,4680.0,9LDK+S（納戸）,,540.0,262.68,1986年12月,ＪＲ山陽本線「加古川」徒歩14分,兵庫県加古川市加古川町平野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_73510656/
加古川市,戸建て,4680.0,4LDK,,142.38,97.92,2022年7月,ＪＲ加古川線「加古川」徒歩17分,兵庫県加古川市加古川町美乃利,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20278187/
加古川市,戸建て,180.0,4DK,,70.36,77.85,1965年1月,ＪＲ山陽本線「宝殿」徒歩18分,兵庫県加古川市西神吉町大国,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20039174/
加古川市,戸建て,200.0,6DK,,161.3,89.43,1978年3月,ＪＲ山陽本線「宝殿」徒歩16分,兵庫県加古川市西神吉町岸,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20235699/
加古川市,戸建て,280.0,2DK,,29.18,40.0,1975年8月,山陽電鉄本線「浜の宮」徒歩9分,兵庫県加古川市別府町新野辺北町３,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75145957/
加古川市,戸建て,300.0,4LDK,,85.59,67.07,1975年10月,ＪＲ加古川線「日岡」徒歩10分,兵庫県加古川市加古川町中津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20227285/
加古川市,戸建て,370.0,5K,,199.09,109.1,1970年3月,ＪＲ山陽本線「宝殿」徒歩55分,兵庫県加古川市志方町上冨木,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20004242/
加古川市,戸建て,380.0,3LDK,,237.09,97.3,1986年3月,ＪＲ加古川線「加古川」バス25分停歩3分,兵庫県加古川市上荘町都台３,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78394715/
加古川市,戸建て,390.0,2DK,,261.74,200.24,1974年3月,ＪＲ加古川線「日岡」バス12分停歩4分,兵庫県加古川市上荘町都台１,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78223294/
加古川市,戸建て,398.0,3DK,,126.91,75.34,1986年2月,ＪＲ山陽本線「宝殿」徒歩22分,兵庫県加古川市西神吉町大国,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78637409/
加古川市,戸建て,450.0,4DK,,74.57,65.41,1972年5月,山陽電鉄本線「別府」徒歩13分,兵庫県加古川市別府町新野辺北町２,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77040325/
加古川市,戸建て,480.0,4K,,66.22,62.89,1972年11月,ＪＲ山陽本線「加古川」徒歩14分,兵庫県加古川市加古川町河原,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_76289174/
加古川市,戸建て,490.0,8LDK,,1166.28,219.08,1961年6月,ＪＲ加古川線「日岡」徒歩38分,兵庫県加古川市平荘町池尻,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78044665/
加古川市,戸建て,500.0,4DK,,98.64,63.75,1973年8月,山陽電鉄本線「尾上の松」徒歩14分,兵庫県加古川市加古川町北在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75753518/
加古川市,戸建て,500.0,5DK,,83.28,77.04,1980年11月,ＪＲ山陽本線「東加古川」徒歩17分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20033914/
加古川市,戸建て,550.0,6K,,160.72,97.68,1980年2月,ＪＲ山陽本線「加古川」バス15分停歩1分,兵庫県加古川市神野町石守,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79190723/
加古川市,戸建て,550.0,4LDK,,70.79,71.88,1981年12月,ＪＲ山陽本線「加古川」徒歩17分,兵庫県加古川市加古川町美乃利,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20079473/
加古川市,戸建て,580.0,6LDK,,178.44,120.34,1970年1月,ＪＲ山陽本線「土山」徒歩19分,兵庫県加古川市平岡町土山,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78213852/
加古川市,戸建て,580.0,4LDK,,151.41,102.38,1976年12月,ＪＲ山陽本線「土山」徒歩20分,兵庫県加古川市平岡町土山,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79222590/
加古川市,戸建て,580.0,4DK,,67.22,65.72,1975年2月,ＪＲ山陽本線「東加古川」徒歩9分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20098283/
加古川市,戸建て,580.0,5DK,,133.79,93.14,1974年9月,山陽電鉄本線「尾上の松」徒歩15分,兵庫県加古川市尾上町池田,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20166810/
加古川市,戸建て,590.0,9LLDDKK+S（納戸）,,395.36,194.04,1932年1月,ＪＲ加古川線「厄神」徒歩18分,兵庫県加古川市上荘町都染,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77238482/
加古川市,戸建て,590.0,5DK,,135.99,81.94,1983年2月,山陽電鉄本線「尾上の松」徒歩16分,兵庫県加古川市加古川町南備後,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77623838/
加古川市,戸建て,650.0,4LDK,,102.48,68.58,1974年5月,ＪＲ山陽本線「東加古川」徒歩10分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78044770/
加古川市,戸建て,680.0,6DK,,148.06,95.02,1976年11月,ＪＲ山陽本線「東加古川」徒歩18分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78698677/
加古川市,戸建て,680.0,4DK,,148.17,86.24,1975年7月,ＪＲ山陽本線「加古川」徒歩21分,兵庫県加古川市加古川町粟津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78061713/
加古川市,戸建て,686.0,4LDK,,158.34,111.02,1982年8月,山陽電鉄本線「別府」徒歩13分,兵庫県加古川市別府町本町２,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20115415/
加古川市,戸建て,690.0,4DK,,164.4,87.95,1985年1月,山陽電鉄本線「尾上の松」徒歩14分,兵庫県加古川市加古川町北在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79081236/
加古川市,戸建て,700.0,4DK,,96.57,74.08,1979年9月,ＪＲ山陽本線「東加古川」徒歩23分,兵庫県加古川市野口町古大内,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79064758/
加古川市,戸建て,700.0,4LDK,,102.32,83.43,1983年6月,山陽電鉄本線「浜の宮」徒歩6分,兵庫県加古川市尾上町口里,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20181827/
加古川市,戸建て,780.0,5DK,,100.5,83.02,1982年9月,山陽電鉄本線「別府」徒歩5分,兵庫県加古川市別府町別府937-9,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78147407/
加古川市,戸建て,780.0,4DK,,77.5,67.24,1978年12月,ＪＲ山陽本線「東加古川」徒歩23分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20164111/
加古川市,戸建て,780.0,4DK,,111.85,73.69,1979年6月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20024362/
加古川市,戸建て,780.0,4DK,,77.5,67.24,1978年12月,ＪＲ山陽本線「東加古川」徒歩23分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20052683/
加古川市,戸建て,780.0,7LDK,,224.79,149.84,1978年11月,ＪＲ山陽本線「加古川」徒歩19分,兵庫県加古川市加古川町木村,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_72953887/
加古川市,戸建て,780.0,4LDK,,110.0,99.36,1990年6月,山陽電鉄本線「尾上の松」徒歩23分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78808405/
加古川市,戸建て,830.0,4LDK,,116.44,89.42,1992年6月,山陽電鉄本線「浜の宮」徒歩9分,兵庫県加古川市別府町新野辺北町３,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20262700/
加古川市,戸建て,830.0,4DK,,129.92,91.88,1979年7月,山陽電鉄本線「尾上の松」徒歩11分,兵庫県加古川市尾上町長田,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77949973/
加古川市,戸建て,830.0,4DK,,103.01,72.87,1981年2月,ＪＲ山陽本線「東加古川」徒歩23分,兵庫県加古川市野口町野口,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78635068/
加古川市,戸建て,830.0,5DK,,132.24,102.67,1990年9月,ＪＲ加古川線「神野」徒歩21分,兵庫県加古川市山手２,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78504937/
加古川市,戸建て,860.0,3LDK,,119.99,83.63,1997年4月,ＪＲ加古川線「厄神」徒歩23分,兵庫県加古川市八幡町下村,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77382671/
加古川市,戸建て,870.0,4DK,,103.8,72.9,1982年4月,山陽電鉄本線「別府」徒歩17分,兵庫県加古川市別府町新野辺,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78773713/
加古川市,戸建て,870.0,4DK,,103.8,72.09,1982年3月,山陽電鉄本線「別府」徒歩16分,兵庫県加古川市別府町新野辺,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78703974/
加古川市,戸建て,880.0,5LDK,,123.33,110.34,1985年1月,ＪＲ山陽本線「宝殿」徒歩18分,兵庫県加古川市米田町平津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20237112/
加古川市,戸建て,880.0,4LDK,,133.52,98.54,1994年11月,山陽電鉄本線「別府」徒歩14分,兵庫県加古川市別府町新野辺,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20252687/
