市,種別,価格（万円）,間取り,専有面積（㎡）,土地面積（㎡）,建物面積（㎡）,築年月,交通,所在地,物件名,URL
加古川市,戸建て,890.0,3LDK,,115.99,72.46,1979年11月,ＪＲ山陽本線「東加古川」徒歩23分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78906766/
加古川市,戸建て,890.0,3LDK,,115.99,72.46,1979年11月,ＪＲ山陽本線「東加古川」徒歩23分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78716185/
加古川市,戸建て,890.0,3LDK,,115.99,72.46,1979年11月,ＪＲ山陽本線「東加古川」徒歩23分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77281601/
加古川市,戸建て,898.0,5DK+S（納戸）,,117.48,135.76,1972年1月,ＪＲ山陽本線「宝殿」徒歩19分,兵庫県加古川市米田町平津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20047828/
加古川市,戸建て,930.0,5DK,,117.19,76.17,1984年6月,ＪＲ山陽本線「東加古川」徒歩25分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78284176/
加古川市,戸建て,950.0,4LDK,,133.9,84.46,1983年11月,山陽電鉄本線「別府」徒歩5分,兵庫県加古川市別府町別府915-12,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77210233/
加古川市,戸建て,980.0,4LDK,,129.42,98.53,1996年10月,ＪＲ山陽本線「加古川」バス25分停歩7分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77366928/
加古川市,戸建て,980.0,4LDK,,130.0,90.17,1987年3月,ＪＲ加古川線「日岡」徒歩42分,兵庫県加古川市東神吉町天下原,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78604248/
加古川市,戸建て,980.0,5DK,,138.07,95.58,1983年7月,ＪＲ山陽本線「加古川」徒歩25分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20240481/
加古川市,戸建て,980.0,4K,,129.27,72.91,1974年12月,ＪＲ山陽本線「宝殿」徒歩23分,兵庫県加古川市東神吉町神吉,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_76661814/
加古川市,戸建て,980.0,6DK,,132.24,103.5,1983年8月,ＪＲ山陽本線「加古川」バス14分停歩3分,兵庫県加古川市野口町良野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78911197/
加古川市,戸建て,990.0,3DK,,81.9,72.86,2001年6月,ＪＲ山陽本線「宝殿」徒歩15分,兵庫県加古川市東神吉町西井ノ口,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_76289206/
加古川市,戸建て,1050.0,3LDK,,95.53,69.75,1970年12月,ＪＲ山陽本線「加古川」徒歩18分,兵庫県加古川市加古川町美乃利,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_74662087/
加古川市,戸建て,1080.0,5LDK,,144.0,109.2,1977年3月,ＪＲ山陽本線「宝殿」徒歩18分,兵庫県加古川市西神吉町岸,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77305858/
加古川市,戸建て,1080.0,5LDK,,144.0,109.2,1977年3月,ＪＲ山陽本線「宝殿」徒歩18分,兵庫県加古川市西神吉町岸,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77401803/
加古川市,戸建て,1080.0,3DK,,89.83,73.69,2002年6月,ＪＲ山陽本線「東加古川」徒歩20分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78162755/
加古川市,戸建て,1098.0,5LDK,,155.37,115.01,1997年3月,ＪＲ加古川線「厄神」徒歩13分,兵庫県加古川市上荘町国包,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20265477/
加古川市,戸建て,1100.0,4LDK,,104.67,98.53,1991年9月,山陽電鉄本線「浜の宮」徒歩9分,兵庫県加古川市尾上町口里,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20155194/
加古川市,戸建て,1190.0,4LDK,,165.45,126.41,1999年8月,ＪＲ山陽本線「宝殿」徒歩54分,兵庫県加古川市志方町上冨木,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79058423/
加古川市,戸建て,1200.0,4LDK,,167.58,111.58,1989年1月,ＪＲ山陽本線「加古川」徒歩29分,兵庫県加古川市野口町野口,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75586127/
加古川市,戸建て,1200.0,4LDK,,224.58,111.58,1989年1月,ＪＲ山陽本線「加古川」徒歩29分,兵庫県加古川市野口町野口,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75808732/
加古川市,戸建て,1200.0,4LDK,,132.21,98.95,1991年10月,山陽電鉄本線「尾上の松」徒歩19分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20134651/
加古川市,戸建て,1220.0,3LDK,,101.65,77.76,1987年8月,山陽電鉄本線「尾上の松」徒歩14分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79175731/
加古川市,戸建て,1280.0,4LDK,,115.96,95.22,1998年3月,山陽電鉄本線「尾上の松」徒歩23分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78539484/
加古川市,戸建て,1280.0,5DK,,139.85,111.73,1982年10月,ＪＲ山陽本線「東加古川」徒歩17分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20202413/
加古川市,戸建て,1280.0,3DK,,58.58,59.33,1977年4月,ＪＲ山陽本線「東加古川」徒歩8分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20130045/
加古川市,戸建て,1300.0,4LDK,,149.51,104.73,1999年4月,ＪＲ山陽本線「宝殿」徒歩19分,兵庫県加古川市東神吉町砂部,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20158357/
加古川市,戸建て,1350.0,4LDK,,100.0,91.08,1994年4月,山陽電鉄本線「別府」徒歩15分,兵庫県加古川市別府町新野辺,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77913064/
加古川市,戸建て,1350.0,4LDK,,134.16,101.41,1989年6月,ＪＲ山陽本線「加古川」徒歩23分,兵庫県加古川市加古川町中津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78044775/
加古川市,戸建て,1380.0,3LDK,,149.17,100.08,1998年4月,ＪＲ山陽本線「東加古川」徒歩19分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78860514/
加古川市,戸建て,1380.0,5LDK+S（納戸）,,173.03,121.01,1968年11月,ＪＲ山陽本線「東加古川」徒歩17分,兵庫県加古川市平岡町新在家,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77871361/
加古川市,戸建て,1380.0,4LDK,,267.85,94.54,1979年1月,ＪＲ加古川線「神野」徒歩17分,兵庫県加古川市山手２,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_73822854/
加古川市,戸建て,1380.0,4DK,,139.16,91.91,1991年6月,ＪＲ山陽本線「加古川」徒歩15分,兵庫県加古川市加古川町美乃利,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78536869/
加古川市,戸建て,1480.0,3LDK+S（納戸）,,138.85,102.68,1996年9月,山陽電鉄本線「尾上の松」徒歩26分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_76004894/
加古川市,戸建て,1480.0,5LDK,,131.73,110.76,1999年8月,ＪＲ山陽本線「宝殿」徒歩16分,兵庫県加古川市東神吉町西井ノ口,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20219535/
加古川市,戸建て,1480.0,4LDK,,128.28,103.5,1998年6月,山陽電鉄本線「浜の宮」徒歩14分,兵庫県加古川市野口町長砂,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20137164/
加古川市,戸建て,1549.0,4LDK,,135.05,105.99,1995年3月,ＪＲ山陽本線「宝殿」徒歩15分,兵庫県加古川市西神吉町岸554-47,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77018659/
加古川市,戸建て,1550.0,3LDK,,111.67,96.51,1996年6月,ＪＲ山陽本線「東加古川」徒歩29分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79047892/
加古川市,戸建て,1550.0,3LDK,,111.67,96.51,1996年6月,ＪＲ山陽本線「東加古川」車2.2km,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79047119/
加古川市,戸建て,1550.0,3LDK,,111.67,96.51,1996年6月,ＪＲ山陽本線「東加古川」徒歩28分,兵庫県加古川市野口町北野1204-105,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78038427/
加古川市,戸建て,1550.0,3LDK,,111.67,96.51,1996年6月,ＪＲ山陽本線「東加古川」徒歩29分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79217528/
加古川市,戸建て,1550.0,3LDK,,111.67,96.51,1996年6月,ＪＲ山陽本線「東加古川」徒歩28分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78858725/
加古川市,戸建て,1580.0,4LDK,,108.07,86.11,2002年8月,山陽電鉄本線「浜の宮」徒歩27分,兵庫県加古川市野口町長砂,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75381622/
加古川市,戸建て,1580.0,3LDK,,124.89,99.36,1994年11月,ＪＲ加古川線「日岡」徒歩8分,兵庫県加古川市加古川町中津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78106310/
加古川市,戸建て,1580.0,5LDK+S（納戸）,,137.52,142.42,2000年3月,ＪＲ山陽本線「宝殿」徒歩11分,兵庫県加古川市西神吉町岸,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78764995/
加古川市,戸建て,1580.0,4LDK,,101.85,113.01,1995年6月,山陽電鉄本線「尾上の松」徒歩19分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78687621/
加古川市,戸建て,1580.0,5LDK+S（納戸）,,137.52,142.42,2000年3月,ＪＲ山陽本線「宝殿」徒歩11分,兵庫県加古川市西神吉町岸,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20129574/
加古川市,戸建て,1580.0,4LDK,,117.74,96.47,2004年3月,山陽電鉄本線「尾上の松」徒歩16分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79163536/
加古川市,戸建て,1580.0,5LDK,,153.15,108.47,1997年12月,ＪＲ山陽本線「加古川」徒歩23分,兵庫県加古川市加古川町備後,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79165442/
加古川市,戸建て,1580.0,4LDK,,101.98,113.01,1995年6月,山陽電鉄本線「尾上の松」徒歩19分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78664515/
加古川市,戸建て,1580.0,4LDK,,108.07,86.11,2002年8月,山陽電鉄本線「浜の宮」徒歩27分,兵庫県加古川市野口町長砂,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75249482/
加古川市,戸建て,1580.0,4LDK,,153.15,108.47,1997年12月,山陽電鉄本線「尾上の松」徒歩20分,兵庫県加古川市加古川町備後,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79089852/
加古川市,戸建て,1580.0,5LDK,,153.15,108.47,1997年12月,ＪＲ山陽本線「加古川」徒歩23分,兵庫県加古川市加古川町備後,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79107514/
加古川市,戸建て,1599.0,3LDK,,111.67,96.51,1996年6月,ＪＲ山陽本線「東加古川」徒歩29分,兵庫県加古川市野口町北野,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20048484/
加古川市,戸建て,1680.0,3LDK,,144.37,96.05,2009年1月,ＪＲ山陽本線「宝殿」徒歩16分,兵庫県加古川市西神吉町岸,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78387406/
加古川市,戸建て,1680.0,3LDK,,149.33,93.57,2001年3月,山陽電鉄本線「浜の宮」徒歩16分,兵庫県加古川市別府町新野辺,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79158433/
加古川市,戸建て,1680.0,4LDK,,100.01,90.67,2002年6月,山陽電鉄本線「浜の宮」徒歩6分,兵庫県加古川市尾上町口里,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20048667/
加古川市,戸建て,1680.0,5LDK,,125.09,110.96,2007年2月,山陽電鉄本線「浜の宮」徒歩23分,兵庫県加古川市野口町長砂1296-10,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78376050/
加古川市,戸建て,1680.0,6LDK+S（納戸）,,558.21,296.39,1995年12月,ＪＲ加古川線「厄神」徒歩35分,兵庫県加古川市上荘町都台２,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75847820/
加古川市,戸建て,1680.0,4LDK,,100.01,90.67,2002年6月,山陽電鉄本線「浜の宮」徒歩6分,兵庫県加古川市尾上町口里,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20052684/
加古川市,戸建て,1690.0,4LDK,,100.14,86.67,1884年12月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_76693223/
加古川市,戸建て,1690.0,4LDK,,100.14,86.67,1984年12月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78775368/
加古川市,戸建て,1690.0,4LDK,,100.14,86.67,1984年12月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75267110/
加古川市,戸建て,1690.0,4LDK,,138.16,92.34,2010年12月,ＪＲ加古川線「日岡」徒歩10分,兵庫県加古川市加古川町中津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78174406/
加古川市,戸建て,1690.0,4LDK,,100.14,86.67,1984年12月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20087351/
加古川市,戸建て,1690.0,4LDK,,100.14,86.67,1984年12月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77624976/
加古川市,戸建て,1690.0,3LDK,,160.92,81.97,2005年11月,山陽電鉄本線「別府」徒歩10分,兵庫県加古川市別府町新野辺北町１,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78995994/
加古川市,戸建て,1690.0,4LDK,,100.14,86.67,1984年12月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市平岡町一色735-32,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20169787/
加古川市,戸建て,1699.0,3LDK,,134.13,91.51,1992年3月,山陽電鉄本線「浜の宮」徒歩19分,兵庫県加古川市野口町長砂,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20217873/
加古川市,戸建て,1699.0,3LDK,,134.13,91.51,1992年3月,山陽電鉄本線「浜の宮」徒歩20分,兵庫県加古川市野口町長砂1344-30,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78787622/
加古川市,戸建て,1699.0,3LDK,,134.13,91.51,1992年3月,山陽電鉄本線「浜の宮」徒歩19分,兵庫県加古川市野口町長砂1344-30,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78868621/
加古川市,戸建て,1760.0,4LDK,,121.22,99.26,2003年6月,山陽電鉄本線「尾上の松」徒歩26分,兵庫県加古川市加古川町稲屋,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77729327/
加古川市,戸建て,1780.0,3LDK,,77.39,88.19,2020年5月,ＪＲ加古川線「日岡」徒歩14分,兵庫県加古川市加古川町中津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78540332/
加古川市,戸建て,1780.0,3LDK,,77.39,88.19,2020年5月,ＪＲ加古川線「日岡」徒歩14分,兵庫県加古川市加古川町中津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75334925/
加古川市,戸建て,1780.0,4LDK,,147.15,102.67,2006年7月,山陽電鉄本線「尾上の松」徒歩7分,兵庫県加古川市尾上町今福,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20193282/
加古川市,戸建て,1780.0,3LDK,,116.98,87.88,2000年8月,山陽電鉄本線「浜の宮」徒歩18分,兵庫県加古川市野口町長砂1349-17,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79036362/
加古川市,戸建て,1780.0,4LDK+2S（納戸）,,130.91,111.79,1996年6月,ＪＲ山陽本線「加古川」徒歩21分,兵庫県加古川市加古川町中津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78988417/
加古川市,戸建て,1780.0,3LDK,,77.39,88.19,2020年5月,ＪＲ山陽本線「加古川」徒歩20分,兵庫県加古川市加古川町中津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75343991/
加古川市,戸建て,1790.0,4LDK,,107.66,86.11,2000年3月,ＪＲ山陽本線「東加古川」徒歩19分,兵庫県加古川市平岡町高畑,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78107749/
加古川市,戸建て,1850.0,4LDK,,130.22,93.96,2003年1月,山陽電鉄本線「別府」徒歩17分,兵庫県加古川市平岡町一色西１,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_75260081/
加古川市,戸建て,1870.0,4LDK,,100.64,98.35,2004年2月,ＪＲ山陽本線「宝殿」徒歩3分,兵庫県加古川市米田町平津,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20267363/
加古川市,戸建て,1980.0,2LDK,,163.62,94.39,2010年1月,ＪＲ山陽本線「東加古川」徒歩40分,兵庫県加古川市神野町福留,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78783832/
加古川市,戸建て,1980.0,4LDK+S（納戸）,,208.61,147.39,2001年11月,ＪＲ山陽本線「宝殿」車2.7km,兵庫県加古川市東神吉町神吉,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20182058/
加古川市,戸建て,1980.0,5LDK,,173.5,125.04,2005年10月,ＪＲ山陽本線「宝殿」徒歩26分,兵庫県加古川市西神吉町中西,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78198245/
加古川市,戸建て,1999.0,4LDK+S（納戸）,,140.72,117.18,2005年8月,山陽電鉄本線「浜の宮」徒歩21分,兵庫県加古川市野口町長砂,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79194593/
加古川市,戸建て,2080.0,4LDK,,121.65,101.01,2009年4月,山陽電鉄本線「別府」徒歩8分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78155779/
加古川市,戸建て,2080.0,4LDK,,121.65,101.01,2009年4月,山陽電鉄本線「別府」徒歩8分,兵庫県加古川市平岡町一色,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78683548/
加古川市,戸建て,2099.0,4LDK,,127.11,92.32,1998年7月,ＪＲ加古川線「日岡」徒歩28分,兵庫県加古川市神野町石守,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_79062099/
加古川市,戸建て,2150.0,7LDK,,396.26,233.22,1990年4月,ＪＲ山陽本線「宝殿」徒歩31分,兵庫県加古川市西神吉町鼎,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77976704/
加古川市,戸建て,2150.0,7LDK,,396.26,233.22,1990年4月,ＪＲ山陽本線「宝殿」徒歩31分,兵庫県加古川市西神吉町鼎,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78779981/
加古川市,戸建て,2150.0,7LDK,,396.26,233.22,1990年4月,ＪＲ山陽本線「宝殿」徒歩30分,兵庫県加古川市西神吉町鼎,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_77973011/
加古川市,戸建て,2150.0,8LDK,,396.26,233.22,1990年4月,ＪＲ山陽本線「宝殿」徒歩30分,兵庫県加古川市西神吉町鼎41-2,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_78912045/
加古川市,戸建て,2180.0,4LDK+S（納戸）,,354.01,120.27,2002年6月,ＪＲ山陽本線「東加古川」徒歩36分,兵庫県加古川市神野町石守１,,https://suumo.jp/chukoikkodate/hyogo/sc_kakogawa/nc_20201620/
