"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","上荘町","厄神",10,1200000,"",200,"","ほぼ台形",12,95,"1966年","木造","その他","倉庫","南東","道路",4,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","上荘町都台","厄神","30分～60分",5800000,"",230,"","ほぼ長方形",15,145,"1975年","木造","住宅","住宅","北西","市道",6,"調整区域","","","2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","上荘町都台","厄神","30分～60分",10000,"",310,"","ほぼ正方形",20,125,"1974年","木造","住宅、その他","","東","道路",4,"調整区域",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","上荘町都台","厄神","30分～60分",6000000,"",220,"","不整形",20,115,"1974年","木造、軽量鉄骨造","住宅","住宅","南東","市道",6,"調整区域","","","2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","神野",6,1000000,"",280,"","ほぼ台形",24,50,"","木造","住宅","住宅","南西","市道",2.5,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","神野",23,700000,"",120,"","ほぼ長方形",16.7,80,"1980年","木造","住宅","住宅","西","道路",4.6,"調整区域",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","神野町","神野",5,19000000,40000,1600,12000,"不整形",47.6,"","","","","住宅","北西","市道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","神野",7,12000000,91000,420,28000,"不整形",20,"","","","","その他","東","県道",6,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","神野",6,3000000,"",145,"","ほぼ整形",12,100,"1990年","木造","住宅","住宅","北","市道",5.5,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","神野",8,9600000,83000,380,25000,"ほぼ台形",22,"","","","","倉庫","南東","県道",9,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","神野",9,9000000,"",130,"","ほぼ長方形",10.5,105,"1997年","木造","住宅","住宅","南","市道",5,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","日岡","30分～60分",18000000,"",220,"","ほぼ長方形",13,105,"1986年","軽量鉄骨造","住宅","住宅","北東","市道",6,"",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","東加古川","30分～60分",4000000,72000,185,22000,"不整形","","","","","","住宅","西","道路",3,"調整区域","","","2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","東加古川","30分～60分",3300000,61000,180,19000,"ほぼ長方形",11,"","","","","住宅","北西","私道",4,"調整区域","","","2025年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","東加古川","30分～60分",26000000,"",260,"","台形",25.5,120,"2008年","木造","住宅","その他","東","市道",5,"調整区域",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町","東加古川","30分～60分",15000000,120000,400,37000,"不整形","","","","","","住宅","西","県道",13.5,"調整区域",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","神野町","東加古川","30分～60分",11000000,100000,360,32000,"不整形",3,"","","","","住宅","東","県道",13.5,"調整区域","","","2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町石守","日岡","30分～60分",26000000,"",290,"","ほぼ長方形",20.3,150,"2006年","軽量鉄骨造","住宅","住宅","北東","市道",8,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町石守","東加古川","30分～60分",18000000,240000,250,72000,"ほぼ長方形","","","","","","住宅","南東","市道",10.7,"調整区域",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","神野町福留","東加古川","30分～60分",67000000,"",280,"","ほぼ長方形",21,"","","","","","南東","市道",8,"調整区域",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西条山手","神野",14,15000000,160000,300,49000,"ほぼ台形",14,"","","","","住宅","北東","市道",6,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西条山手","神野",19,11000000,"",195,"","ほぼ整形",10,150,"1990年","木造","住宅","","南東","私道",5.5,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","志方町","宝殿","1H～1H30",700000,"",410,"","ほぼ長方形","",185,"1964年","木造","住宅","住宅","南東","市道",2.2,"調整区域",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","志方町","宝殿","30分～60分",2700000,35000,260,10000,"ほぼ台形",14,"","","","","倉庫","南東","県道",5,"調整区域",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","志方町","宝殿","30分～60分",6300000,"",610,"","不整形",40,300,"1964年","木造","住宅、倉庫、駐車場","住宅","東","市道",3,"調整区域",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","志方町","宝殿","1H～1H30",7800000,"",620,"","不整形",28,195,"1986年","木造","住宅","事務所","南東","市道",3.5,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","志方町","宝殿","30分～60分",6500000,"",280,"","不整形",13.5,120,"1999年","木造","住宅、工場","住宅","南東","市道",2.7,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","新神野","神野",10,34000000,"",145,"","ほぼ長方形",7.6,"","2025年","木造","住宅","住宅","南","市道",5.2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","新神野","神野",10,26000000,"",145,"","ほぼ長方形",14,105,"2025年","木造","住宅","住宅","南","市道",5.2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","新神野","神野",11,13000000,"",185,"","ほぼ長方形","",145,"1986年","ＲＣ","住宅","店舗","東","市道",8,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","新神野","神野",7,25000000,"",370,"","ほぼ長方形","",50,"2003年","木造","店舗","店舗","北","道路",5.9,"近隣商業",80,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","新神野","神野",12,15000000,"",200,"","ほぼ正方形",13.5,"","1995年","木造","住宅","住宅","南","市道",6.4,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","新神野","神野",4,51000000,"",230,"","ほぼ長方形",13.5,"","2025年","木造","住宅","住宅","南","市道",5,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","新神野","神野",10,18000000,"",250,"","ほぼ長方形","",125,"1996年","木造","住宅","その他","東","市道",5,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","新神野","神野",6,9300000,"",220,"","ほぼ正方形",13.8,120,"1970年","木造","住宅","その他","西","市道",5,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",5,19000000,280000,230,85000,"ほぼ整形",9,"","","","","","南西","市道",10,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿","30分～60分",13000000,81000,530,24000,"ほぼ整形",15.2,"","","","","住宅","南","市道",5,"調整区域",60,200,"2025年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",11,27000000,"",175,"","ほぼ整形",13,95,"2025年","木造","住宅","住宅","南東","道路",4,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",16,6800000,"",150,"","ほぼ正方形",12.5,135,"1994年","木造","住宅","","南","市道",4.3,"１低住専",60,150,"2025年第3四半期","調停・競売等"
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",19,3000000,34000,290,10000,"ほぼ整形",15,"","","","","その他","北","市道",2.5,"調整区域","","","2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿","30分～60分",1400000,"",150,"","ほぼ整形",12,110,"1989年","木造","住宅","その他","北西","市道",5,"調整区域","","","2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",14,15000000,240000,210,71000,"不整形","","","","","","住宅","西","市道",6,"１低住専",60,150,"2025年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",10,32000000,"",1100,"","ほぼ長方形",22.8,380,"1992年","ＲＣ","住宅、倉庫","住宅","北東","市道",4.6,"調整区域",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",19,29000000,"",145,"","ほぼ整形",12.5,105,"2025年","木造","住宅","住宅","西","市道",6,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿","30分～60分",13000000,71000,580,21000,"不整形",21,"","","","","住宅","南","市道",5,"調整区域",60,200,"2025年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿","30分～60分",4300000,"",400,"","ほぼ整形",25,220,"1990年","木造","住宅","住宅","南","市道",4.6,"調整区域",60,200,"2024年第4四半期","調停・競売等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",13,8000000,"",140,"","ほぼ整形",13.5,140,"2000年","軽量鉄骨造","住宅","住宅","北東","私道",4,"２種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",24,2300000,140000,50,44000,"不整形",14,"","","","","その他","北","市道",5.5,"調整区域","","","2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",24,1800000,140000,40,44000,"不整形",14,"","","","","その他","北","市道",5.5,"調整区域","","","2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",21,10000000,160000,210,47000,"ほぼ長方形",13.6,"","","","","住宅","東","市道",5,"調整区域","","","2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",24,1400000,140000,30,44000,"不整形",13.5,"","","","","その他","北","市道",5.5,"調整区域","","","2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",14,14000000,"",185,"","ほぼ台形",16.5,130,"1990年","軽量鉄骨造","住宅","住宅","西","市道",4,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","西神吉町","宝殿",13,3500000,18000,650,5400,"ほぼ台形",21,"","","","","","北東","市道",4,"調整区域",60,200,"2024年第4四半期","調停・競売等"
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",29,50000000,230000,710,71000,"ほぼ長方形",40,"","","","","","北東","市道",6.5,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",24,41000000,"",160,"","ほぼ正方形",13,"","","","","住宅","北西","市道",3,"１種住居",60,200,"2025年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","野口町","加古川",21,840000,38000,75,11000,"不整形",1,"","","","","その他","北東","国道",12,"準工業",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",24,39000000,"",290,"","ほぼ台形",25.8,165,"2008年","木造","住宅","住宅","北西","県道",38,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",25,7000000,"",100,"","正方形",10,85,"1998年","木造","住宅","住宅","西","市道",5,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",18,43000000,"",140,"","ほぼ長方形",7.5,100,"2023年","木造","住宅","住宅","北西","市道",6,"２種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",10,3200000,"",165,"","ほぼ長方形",11.5,130,"1969年","木造","共同住宅","住宅","北東","私道",4.5,"１中住専",60,200,"2025年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",16,4000000,"",75,"","ほぼ整形",4.5,65,"1979年","木造","住宅","住宅","南東","市道",7,"２種住居",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","野口町","加古川",28,13000000,100000,420,31000,"不整形",28,"","","","","","接面道路無","","","１種住居",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",20,40000000,400000,330,120000,"ほぼ長方形",14,"","","","","住宅","北西","市道",8,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",28,6500000,210000,100,65000,"不整形",9.5,"","","","","住宅","南西","私道",4,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",21,33000000,360000,300,110000,"ほぼ長方形",20,"","","","","住宅","北東","市道",6,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",25,2100000,"",70,"","ほぼ台形",7.5,70,"1981年","木造","住宅","住宅","北西","道路",4,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川","30分～60分",11000000,110000,340,32000,"ほぼ台形",22.5,"","","","","住宅","北","私道",4,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","加古川",23,3500000,"",65,"","ほぼ長方形",4.5,70,"1980年","木造","住宅、店舗","事務所","南東","私道",3,"２種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","野口町","加古川",25,9800000,250000,130,76000,"ほぼ台形",7.6,"","","","","住宅","北東","市道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","野口町","加古川",25,15000000,210000,230,65000,"不整形",20,"","","","","住宅","南","市道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",26,11000000,240000,150,72000,"ほぼ台形",7.6,"","","","","その他","北東","市道",12,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",25,32000000,320000,330,98000,"ほぼ正方形",11.5,"","","","","","南西","市道",15,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",19,7500000,"",115,"","ほぼ長方形",8,90,"2000年","木造","住宅","住宅","南西","市道",6,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",25,2500000,"",120,"","不整形",6,70,"1978年","木造","住宅","住宅","南西","私道",5,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",13,6200000,"",100,"","ほぼ整形",7.4,110,"1998年","木造","住宅、駐車場","住宅","南東","市道",5.4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",21,9100000,250000,120,76000,"ほぼ正方形",10,"","","","","住宅","北西","市道",5.5,"準工業",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",25,10000000,"",135,"","ほぼ台形",13,90,"1999年","木造","住宅","住宅","南西","市道",6,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",19,24000000,"",310,"","袋地等",6,125,"2007年","木造","住宅","住宅","南東","市道",4,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",24,10000000,"",105,"","ほぼ長方形",8,95,"1997年","木造","住宅","住宅","南西","市道",6,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",24,25000000,"",185,"","ほぼ整形",14.5,55,"2017年","木造","住宅","住宅","北東","市道",6.3,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","浜の宮",21,8100000,"",130,"","ほぼ整形",13,85,"1992年","木造","住宅","住宅","南西","市道",5.4,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","日岡",23,3500000,41000,290,12000,"不整形",22.5,"","","","","住宅","北東","市道",2,"調整区域",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","工業地","28210","兵庫県","加古川市","野口町","東加古川","30分～60分",42000000,"",1200,"","不整形",34,40,"2001年","軽量鉄骨造","事務所","事務所","北","県道",11,"工業",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",29,15000000,340000,140,100000,"ほぼ長方形","","","","","","住宅","南東","市道",5,"２低住専",60,150,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川","30分～60分",1800000,"",75,"","ほぼ整形",5.5,70,"1977年","木造","住宅","住宅","南西","私道",4,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川","30分～60分",20000000,"",105,"","ほぼ整形",7.5,110,"2013年","木造","住宅","住宅","東","私道",5,"準工業",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",28,3500000,"",145,"","ほぼ正方形",12,125,"1973年","木造","住宅","住宅","東","私道",3,"準工業",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",15,45000000,570000,260,170000,"ほぼ長方形",27,"","","","","その他","北西","市道",8.2,"近隣商業",80,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",21,5000000,"",115,"","ほぼ整形",11,90,"1989年","木造","住宅","住宅","南","道路",4.4,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",16,6000000,190000,100,59000,"ほぼ長方形","","","","","","その他","北東","道路",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","工業地","28210","兵庫県","加古川市","野口町","東加古川",23,200000000,370000,1800,110000,"不整形",34,"","","","","住宅","北","市道",6,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",19,49000000,"",180,"","ほぼ長方形",14.7,115,"","","","住宅","北西","市道",7.6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",28,22000000,"",290,"","ほぼ長方形",13,125,"1972年","","住宅","住宅","南東","市道",8,"２低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",24,17000000,"",340,"","ほぼ長方形",16,115,"","木造","住宅","住宅","北東","市道",3,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",23,22000000,"",120,"","ほぼ台形",9.3,100,"2021年","木造","住宅","住宅","西","市道",5,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",28,24000000,"",360,"","ほぼ長方形",21.5,185,"1997年","木造","住宅、駐車場、その他","住宅","西","道路",3,"準工業",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","工業地","28210","兵庫県","加古川市","野口町","東加古川","30分～60分",560000000,280000,"2,000㎡以上",84000,"不整形","","","","","","工場","北西","市道",10,"工業",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",20,34000000,170000,670,51000,"ほぼ台形",17.5,"","","","","住宅","東","市道",3.5,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",18,12000000,320000,125,96000,"長方形",9,"","","","","住宅","南西","市道",4,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",23,2600000,"",105,"","ほぼ長方形",15,75,"1980年","木造","住宅","住宅","北東","私道",4.3,"準工業",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川","30分～60分",30000000,"",145,"","ほぼ長方形",11.4,110,"2024年","木造","住宅","住宅","南西","市道",6.3,"２低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",10,3000000,"",115,"","ほぼ長方形",8.5,75,"1975年","木造","住宅","住宅","北東","私道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",23,46000000,"",145,"","ほぼ台形",17,"","","","","住宅","南東","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",26,26000000,"",175,"","ほぼ正方形",13,155,"1997年","木造","住宅","住宅","北東","市道",5.5,"工業",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",14,13000000,"",170,"","ほぼ台形",13.2,105,"1972年","軽量鉄骨造","住宅","住宅","南西","市道",4.2,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川","30分～60分",13000000,260000,165,79000,"ほぼ長方形","","","","","","住宅","東","市道",6,"１低住専","","","2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",16,2300000,"",60,"","ほぼ長方形","",60,"1976年","木造","住宅","住宅","北東","私道",4.3,"準工業",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",19,4000000,"",65,"","ほぼ長方形",6,60,"1972年","木造","住宅","住宅","西","市道",4,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","東加古川",29,6800000,130000,170,40000,"ほぼ整形",12,"","","","","住宅","北東","市道",4,"２低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","別府(兵庫)",18,4100000,"",80,"","ほぼ長方形",6.5,65,"1978年","木造","住宅","住宅","北東","市道",4.5,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","別府(兵庫)",23,9800000,200000,160,61000,"ほぼ長方形",10,"","","","","","北","私道",4,"１低住専",50,100,"2025年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","別府(兵庫)",20,15000000,260000,190,78000,"不整形",10,"","","","","住宅","南東","市道",5,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","別府(兵庫)",21,18000000,380000,160,120000,"ほぼ長方形",8.8,"","","","","住宅","北西","道路",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","別府(兵庫)",19,38000000,"",115,"","ほぼ整形",9,95,"2025年","","住宅","住宅","北東","道路",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","別府(兵庫)",19,11000000,"",105,"","ほぼ長方形",17,90,"1989年","木造","住宅","住宅","南西","市道",5.5,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町","別府(兵庫)",20,4500000,"",100,"","不整形",11.8,75,"","","","住宅","北東","市道",6.3,"１中住専",60,200,"2024年第4四半期",""
