市,取引価格（万円）,種別,価格区分,建築年,延床面積（㎡）,面積（㎡）,地区名,取引時期
加古川市,1400.0,戸建て,成約価格情報,1999年,90.0,110.0,尾上町,2025年第1四半期
加古川市,540.0,戸建て,成約価格情報,1979年,80.0,220.0,尾上町,2025年第1四半期
加古川市,2300.0,戸建て,成約価格情報,2014年,95.0,150.0,尾上町,2025年第1四半期
加古川市,2300.0,戸建て,成約価格情報,2025年,100.0,150.0,尾上町,2025年第1四半期
加古川市,1200.0,戸建て,成約価格情報,1990年,105.0,220.0,尾上町,2025年第1四半期
加古川市,980.0,戸建て,成約価格情報,1992年,110.0,230.0,西神吉町,2025年第1四半期
加古川市,2900.0,戸建て,成約価格情報,2025年,105.0,150.0,西神吉町,2025年第1四半期
加古川市,1500.0,戸建て,成約価格情報,1986年,110.0,150.0,東神吉町,2025年第1四半期
加古川市,1000.0,戸建て,成約価格情報,1987年,100.0,145.0,東神吉町,2025年第1四半期
加古川市,570.0,戸建て,成約価格情報,1983年,75.0,105.0,尾上町,2025年第2四半期
加古川市,1700.0,戸建て,成約価格情報,2005年,95.0,115.0,尾上町,2025年第2四半期
加古川市,380.0,戸建て,成約価格情報,1983年,85.0,120.0,尾上町,2025年第2四半期
加古川市,650.0,戸建て,成約価格情報,1984年,110.0,145.0,尾上町,2025年第2四半期
加古川市,1200.0,戸建て,成約価格情報,1993年,155.0,110.0,尾上町,2025年第2四半期
加古川市,1300.0,戸建て,成約価格情報,1998年,140.0,280.0,尾上町,2025年第2四半期
加古川市,1500.0,戸建て,成約価格情報,2005年,100.0,150.0,尾上町,2025年第2四半期
加古川市,530.0,戸建て,成約価格情報,1978年,105.0,115.0,西神吉町,2025年第2四半期
加古川市,2400.0,戸建て,成約価格情報,2025年,110.0,140.0,東神吉町,2025年第2四半期
加古川市,2700.0,戸建て,成約価格情報,2025年,100.0,180.0,東神吉町,2025年第2四半期
加古川市,2400.0,戸建て,成約価格情報,2000年,105.0,135.0,尾上町,2025年第3四半期
加古川市,3400.0,戸建て,成約価格情報,2020年,105.0,150.0,尾上町,2025年第3四半期
加古川市,490.0,戸建て,成約価格情報,1987年,90.0,105.0,尾上町,2025年第3四半期
加古川市,2500.0,戸建て,成約価格情報,2020年,105.0,140.0,尾上町,2025年第3四半期
加古川市,270.0,戸建て,成約価格情報,1978年,75.0,85.0,尾上町,2025年第3四半期
加古川市,3200.0,戸建て,成約価格情報,2025年,110.0,170.0,尾上町,2025年第3四半期
加古川市,2100.0,戸建て,成約価格情報,2011年,105.0,125.0,尾上町,2025年第3四半期
加古川市,500.0,戸建て,成約価格情報,1981年,90.0,115.0,尾上町,2025年第3四半期
加古川市,100.0,戸建て,成約価格情報,戦前,65.0,95.0,尾上町,2025年第3四半期
加古川市,620.0,戸建て,成約価格情報,1988年,80.0,130.0,西神吉町,2025年第3四半期
加古川市,1900.0,戸建て,成約価格情報,1993年,140.0,360.0,東神吉町,2025年第3四半期
加古川市,1300.0,戸建て,成約価格情報,2001年,90.0,125.0,東神吉町,2025年第3四半期
加古川市,1500.0,戸建て,成約価格情報,2010年,90.0,110.0,加古川町,2025年第1四半期
加古川市,2700.0,戸建て,成約価格情報,2024年,100.0,130.0,加古川町,2025年第1四半期
加古川市,2500.0,戸建て,成約価格情報,2024年,95.0,130.0,加古川町,2025年第1四半期
加古川市,3600.0,戸建て,成約価格情報,2024年,100.0,150.0,加古川町,2025年第1四半期
加古川市,3600.0,戸建て,成約価格情報,2024年,100.0,130.0,加古川町,2025年第1四半期
加古川市,960.0,戸建て,成約価格情報,1980年,80.0,125.0,加古川町,2025年第1四半期
加古川市,3500.0,戸建て,成約価格情報,2019年,105.0,145.0,加古川町,2025年第1四半期
加古川市,950.0,戸建て,成約価格情報,1989年,105.0,135.0,加古川町,2025年第1四半期
加古川市,2400.0,戸建て,成約価格情報,2025年,100.0,100.0,加古川町,2025年第1四半期
加古川市,1200.0,戸建て,成約価格情報,1992年,105.0,135.0,加古川町,2025年第1四半期
加古川市,2200.0,戸建て,成約価格情報,2010年,110.0,185.0,加古川町,2025年第1四半期
加古川市,1900.0,戸建て,成約価格情報,2010年,120.0,150.0,加古川町,2025年第1四半期
加古川市,460.0,戸建て,成約価格情報,1985年,105.0,115.0,加古川町,2025年第1四半期
加古川市,3600.0,戸建て,成約価格情報,2024年,100.0,130.0,加古川町,2025年第1四半期
加古川市,1400.0,戸建て,成約価格情報,1997年,125.0,140.0,加古川町,2025年第1四半期
加古川市,2900.0,戸建て,成約価格情報,2025年,95.0,105.0,加古川町,2025年第1四半期
加古川市,2000.0,戸建て,成約価格情報,1997年,120.0,205.0,加古川町,2025年第1四半期
加古川市,1500.0,戸建て,成約価格情報,1995年,90.0,110.0,加古川町,2025年第1四半期
加古川市,2200.0,戸建て,成約価格情報,2014年,100.0,120.0,米田町,2025年第1四半期
加古川市,2800.0,戸建て,成約価格情報,1974年,115.0,140.0,加古川町,2025年第2四半期
加古川市,250.0,戸建て,成約価格情報,1973年,80.0,90.0,加古川町,2025年第2四半期
加古川市,3800.0,戸建て,成約価格情報,2024年,100.0,130.0,加古川町,2025年第2四半期
加古川市,2800.0,戸建て,成約価格情報,2025年,100.0,150.0,加古川町,2025年第2四半期
加古川市,1300.0,戸建て,成約価格情報,1986年,75.0,100.0,加古川町,2025年第2四半期
加古川市,960.0,戸建て,成約価格情報,1978年,80.0,130.0,加古川町,2025年第2四半期
加古川市,1300.0,戸建て,成約価格情報,1996年,85.0,140.0,加古川町,2025年第2四半期
加古川市,480.0,戸建て,成約価格情報,1984年,90.0,120.0,加古川町,2025年第2四半期
加古川市,2400.0,戸建て,成約価格情報,2000年,125.0,215.0,加古川町,2025年第2四半期
加古川市,1200.0,戸建て,成約価格情報,1996年,110.0,125.0,加古川町,2025年第2四半期
加古川市,400.0,戸建て,成約価格情報,1974年,65.0,70.0,加古川町,2025年第2四半期
加古川市,270.0,戸建て,成約価格情報,1972年,65.0,80.0,加古川町,2025年第2四半期
加古川市,280.0,戸建て,成約価格情報,1971年,65.0,70.0,加古川町,2025年第2四半期
加古川市,3800.0,戸建て,成約価格情報,2024年,100.0,125.0,加古川町,2025年第2四半期
加古川市,880.0,戸建て,成約価格情報,2001年,65.0,95.0,加古川町,2025年第2四半期
加古川市,1700.0,戸建て,成約価格情報,1989年,120.0,135.0,加古川町,2025年第2四半期
加古川市,2300.0,戸建て,成約価格情報,2011年,100.0,125.0,加古川町,2025年第2四半期
加古川市,200.0,戸建て,成約価格情報,1973年,65.0,65.0,加古川町,2025年第2四半期
加古川市,1100.0,戸建て,成約価格情報,1992年,75.0,100.0,米田町,2025年第2四半期
加古川市,2500.0,戸建て,成約価格情報,2025年,110.0,165.0,加古川町,2025年第3四半期
加古川市,2600.0,戸建て,成約価格情報,2025年,100.0,145.0,加古川町,2025年第3四半期
加古川市,3500.0,戸建て,成約価格情報,2020年,100.0,135.0,加古川町,2025年第3四半期
加古川市,1300.0,戸建て,成約価格情報,1988年,95.0,130.0,加古川町,2025年第3四半期
加古川市,3000.0,戸建て,成約価格情報,2013年,135.0,120.0,加古川町,2025年第3四半期
加古川市,2700.0,戸建て,成約価格情報,2022年,100.0,150.0,加古川町,2025年第3四半期
加古川市,2200.0,戸建て,成約価格情報,2007年,110.0,255.0,加古川町,2025年第3四半期
加古川市,2100.0,戸建て,成約価格情報,2005年,105.0,115.0,加古川町,2025年第3四半期
加古川市,5000.0,戸建て,成約価格情報,2012年,130.0,190.0,加古川町,2025年第3四半期
加古川市,3900.0,戸建て,成約価格情報,2024年,100.0,125.0,加古川町,2025年第3四半期
加古川市,400.0,戸建て,成約価格情報,1974年,70.0,75.0,加古川町,2025年第3四半期
加古川市,1100.0,戸建て,成約価格情報,1995年,85.0,115.0,加古川町,2025年第3四半期
加古川市,2500.0,戸建て,成約価格情報,2025年,95.0,145.0,米田町,2025年第3四半期
加古川市,1100.0,戸建て,成約価格情報,1971年,125.0,155.0,米田町,2025年第3四半期
加古川市,1100.0,戸建て,成約価格情報,1990年,115.0,160.0,米田町,2025年第3四半期
加古川市,1100.0,戸建て,成約価格情報,1990年,100.0,145.0,神野町,2025年第1四半期
加古川市,250.0,戸建て,成約価格情報,1973年,75.0,90.0,平岡町,2025年第1四半期
加古川市,2700.0,戸建て,成約価格情報,2019年,100.0,145.0,平岡町,2025年第1四半期
加古川市,2300.0,戸建て,成約価格情報,2020年,100.0,155.0,平岡町,2025年第1四半期
加古川市,610.0,戸建て,成約価格情報,1989年,90.0,115.0,平岡町,2025年第1四半期
加古川市,1700.0,戸建て,成約価格情報,1994年,95.0,140.0,平岡町,2025年第1四半期
加古川市,1200.0,戸建て,成約価格情報,1989年,110.0,130.0,平岡町,2025年第1四半期
加古川市,2500.0,戸建て,成約価格情報,2025年,100.0,145.0,平岡町,2025年第1四半期
加古川市,3400.0,戸建て,成約価格情報,1986年,160.0,310.0,平岡町,2025年第1四半期
加古川市,2400.0,戸建て,成約価格情報,2025年,100.0,135.0,平岡町,2025年第1四半期
加古川市,480.0,戸建て,成約価格情報,1972年,60.0,65.0,平岡町,2025年第1四半期
加古川市,1100.0,戸建て,成約価格情報,1987年,90.0,110.0,平岡町,2025年第1四半期
加古川市,2400.0,戸建て,成約価格情報,2014年,105.0,135.0,平岡町,2025年第1四半期
加古川市,1500.0,戸建て,成約価格情報,1998年,100.0,110.0,平岡町,2025年第1四半期
加古川市,140.0,戸建て,成約価格情報,1973年,50.0,60.0,平岡町,2025年第1四半期
加古川市,1600.0,戸建て,成約価格情報,1984年,110.0,155.0,平岡町,2025年第1四半期
加古川市,2400.0,戸建て,成約価格情報,2007年,100.0,135.0,平岡町,2025年第1四半期
加古川市,2800.0,戸建て,成約価格情報,2024年,105.0,145.0,別府町新野辺北町,2025年第1四半期
加古川市,2700.0,戸建て,成約価格情報,2024年,100.0,125.0,別府町新野辺北町,2025年第1四半期
加古川市,2600.0,戸建て,成約価格情報,2024年,100.0,125.0,別府町新野辺北町,2025年第1四半期
加古川市,410.0,戸建て,成約価格情報,1986年,100.0,190.0,別府町新野辺北町,2025年第1四半期
加古川市,1000.0,戸建て,成約価格情報,1972年,85.0,230.0,山手,2025年第1四半期
加古川市,1100.0,戸建て,成約価格情報,1993年,95.0,150.0,山手,2025年第1四半期
加古川市,200.0,戸建て,成約価格情報,1976年,65.0,75.0,平岡町,2025年第2四半期
加古川市,1600.0,戸建て,成約価格情報,1997年,100.0,155.0,平岡町,2025年第2四半期
加古川市,1600.0,戸建て,成約価格情報,1998年,90.0,100.0,平岡町,2025年第2四半期
加古川市,1800.0,戸建て,成約価格情報,2005年,100.0,110.0,平岡町,2025年第2四半期
加古川市,4000.0,戸建て,成約価格情報,2021年,100.0,130.0,平岡町,2025年第2四半期
加古川市,2200.0,戸建て,成約価格情報,2008年,100.0,185.0,平岡町,2025年第2四半期
加古川市,1500.0,戸建て,成約価格情報,1986年,120.0,180.0,平岡町,2025年第2四半期
加古川市,3300.0,戸建て,成約価格情報,2005年,135.0,135.0,平岡町,2025年第2四半期
加古川市,2600.0,戸建て,成約価格情報,2017年,95.0,100.0,平岡町,2025年第2四半期
加古川市,1600.0,戸建て,成約価格情報,1998年,90.0,100.0,平岡町,2025年第2四半期
加古川市,2700.0,戸建て,成約価格情報,2025年,100.0,135.0,別府町,2025年第2四半期
加古川市,1900.0,戸建て,成約価格情報,2018年,95.0,145.0,別府町,2025年第2四半期
加古川市,950.0,戸建て,成約価格情報,1996年,90.0,110.0,別府町,2025年第2四半期
加古川市,2500.0,戸建て,成約価格情報,2024年,105.0,125.0,別府町新野辺北町,2025年第2四半期
加古川市,2400.0,戸建て,成約価格情報,2024年,100.0,125.0,別府町新野辺北町,2025年第2四半期
加古川市,2500.0,戸建て,成約価格情報,2005年,180.0,175.0,別府町新野辺北町,2025年第2四半期
加古川市,2400.0,戸建て,成約価格情報,2025年,100.0,160.0,神野町,2025年第3四半期
加古川市,2600.0,戸建て,成約価格情報,2025年,100.0,160.0,神野町,2025年第3四半期
加古川市,200.0,戸建て,成約価格情報,1966年,65.0,120.0,平岡町,2025年第3四半期
加古川市,2300.0,戸建て,成約価格情報,2025年,100.0,120.0,平岡町,2025年第3四半期
加古川市,2400.0,戸建て,成約価格情報,2025年,100.0,135.0,平岡町,2025年第3四半期
加古川市,2200.0,戸建て,成約価格情報,2005年,100.0,105.0,平岡町,2025年第3四半期
加古川市,2000.0,戸建て,成約価格情報,2006年,175.0,235.0,平岡町,2025年第3四半期
加古川市,2900.0,戸建て,成約価格情報,2017年,125.0,140.0,平岡町,2025年第3四半期
加古川市,1700.0,戸建て,成約価格情報,2013年,105.0,170.0,別府町,2025年第3四半期
加古川市,480.0,戸建て,成約価格情報,1974年,65.0,110.0,別府町,2025年第3四半期
加古川市,2500.0,戸建て,成約価格情報,2025年,100.0,130.0,別府町,2025年第3四半期
加古川市,2400.0,戸建て,成約価格情報,2024年,100.0,195.0,別府町新野辺北町,2025年第3四半期
加古川市,2400.0,戸建て,成約価格情報,2016年,100.0,155.0,別府町新野辺北町,2025年第3四半期
加古川市,2700.0,戸建て,成約価格情報,2022年,105.0,135.0,別府町新野辺北町,2025年第3四半期
加古川市,1900.0,戸建て,成約価格情報,1990年,150.0,305.0,山手,2025年第3四半期
加古川市,330.0,戸建て,不動産取引価格情報,1974年,105.0,115.0,尾上町,2025年第3四半期
加古川市,650.0,戸建て,不動産取引価格情報,1984年,110.0,140.0,尾上町,2025年第2四半期
加古川市,250.0,戸建て,不動産取引価格情報,1971年,65.0,105.0,尾上町,2025年第2四半期
加古川市,4600.0,戸建て,不動産取引価格情報,,120.0,145.0,尾上町,2025年第2四半期
加古川市,450.0,戸建て,不動産取引価格情報,1979年,75.0,130.0,尾上町,2025年第2四半期
加古川市,410.0,戸建て,不動産取引価格情報,1972年,80.0,135.0,尾上町,2025年第2四半期
加古川市,2200.0,戸建て,不動産取引価格情報,2024年,,105.0,尾上町,2025年第2四半期
加古川市,2400.0,戸建て,不動産取引価格情報,2025年,100.0,155.0,尾上町,2025年第1四半期
加古川市,6500.0,戸建て,不動産取引価格情報,,155.0,300.0,尾上町,2025年第1四半期
加古川市,300.0,戸建て,不動産取引価格情報,1958年,155.0,260.0,尾上町,2025年第1四半期
加古川市,1400.0,戸建て,不動産取引価格情報,2000年,90.0,130.0,尾上町,2025年第1四半期
加古川市,21000.0,戸建て,不動産取引価格情報,1965年,,,尾上町,2025年第1四半期
加古川市,910.0,戸建て,不動産取引価格情報,2005年,95.0,110.0,尾上町,2024年第4四半期
加古川市,4000.0,戸建て,不動産取引価格情報,2024年,115.0,140.0,尾上町,2024年第4四半期
加古川市,700.0,戸建て,不動産取引価格情報,2000年,85.0,100.0,尾上町,2024年第4四半期
加古川市,9800.0,戸建て,不動産取引価格情報,1998年,340.0,690.0,尾上町,2024年第4四半期
加古川市,480.0,戸建て,不動産取引価格情報,1977年,80.0,95.0,尾上町,2025年第3四半期
加古川市,1300.0,戸建て,不動産取引価格情報,1980年,80.0,170.0,尾上町,2025年第2四半期
加古川市,2300.0,戸建て,不動産取引価格情報,2024年,95.0,135.0,尾上町,2025年第2四半期
加古川市,200.0,戸建て,不動産取引価格情報,1981年,65.0,60.0,尾上町,2025年第2四半期
加古川市,400.0,戸建て,不動産取引価格情報,1987年,95.0,115.0,尾上町,2025年第2四半期
加古川市,400.0,戸建て,不動産取引価格情報,1981年,75.0,80.0,尾上町,2025年第1四半期
